alert_id,account_id,alert_type,risk_level,description,metric_value,threshold_value,baseline_value,time_period,timestamp
VEL-000161,NRM351083,ACTIVITY_SPIKE,high,Activity spike detected: 5.0x baseline (amount),111457.05,67043.05636363637,22347.685454545455,daily,2024-02-27 00:00:00
VEL-000162,NRM351083,ACTIVITY_SPIKE,medium,Activity spike detected: 3.7x baseline (amount),68014.61,54895.327826086956,18298.442608695652,daily,2024-06-15 00:00:00
VEL-000163,NRM351083,ACTIVITY_SPIKE,critical,Activity spike detected: 8.5x baseline (amount),159667.94,56158.37111111112,18719.45703703704,daily,2024-07-11 00:00:00
VEL-000164,NRM351083,ACTIVITY_SPIKE,critical,Activity spike detected: 13.6x baseline (amount),323032.17000000004,71259.99428571429,23753.33142857143,daily,2024-07-12 00:00:00
VEL-000165,NRM351083,ACTIVITY_SPIKE,high,Activity spike detected: 5.5x baseline (amount),150959.01,82473.129,27491.043,daily,2024-09-21 00:00:00
VEL-000166,NRM351083,ACTIVITY_SPIKE,medium,Activity spike detected: 3.7x baseline (amount),106275.22,85845.43100000003,28615.143666666674,daily,2024-10-02 00:00:00
VEL-000167,NRM351083,ACTIVITY_SPIKE,critical,Activity spike detected: 9.1x baseline (amount),293297.26,96398.91900000001,32132.973,daily,2024-11-13 00:00:00
VEL-000168,MUL321941,ACTIVITY_SPIKE,critical,Activity spike detected: 9.6x baseline (amount),82372.77,25749.507692307692,8583.16923076923,daily,2024-04-11 00:00:00
VEL-000169,MUL321941,ACTIVITY_SPIKE,critical,Activity spike detected: 7.9x baseline (amount),95443.85,36278.8944,12092.9648,daily,2024-06-23 00:00:00
VEL-000170,MUL321941,ACTIVITY_SPIKE,medium,Activity spike detected: 3.7x baseline (amount),52764.33,42913.657,14304.552333333333,daily,2024-08-31 00:00:00
VEL-000171,MUL321941,ACTIVITY_SPIKE,critical,Activity spike detected: 6.0x baseline (amount),89773.04,44776.56,14925.519999999999,daily,2024-09-05 00:00:00
VEL-000172,HRK936912,ACTIVITY_SPIKE,high,Activity spike detected: 4.7x baseline (amount),120695.73,76717.79181818181,25572.597272727267,daily,2024-07-24 00:00:00
VEL-000173,HRK936912,ACTIVITY_SPIKE,high,Activity spike detected: 4.5x baseline (amount),134823.75,89125.15695652172,29708.385652173907,daily,2024-08-01 00:00:00
VEL-000174,HRK936912,ACTIVITY_SPIKE,medium,Activity spike detected: 4.0x baseline (amount),137692.34,102264.57749999998,34088.1925,daily,2024-08-02 00:00:00
VEL-000175,HRK936912,ACTIVITY_SPIKE,critical,Activity spike detected: 14.8x baseline (amount),300562.14,61092.623999999996,20364.208,daily,2024-10-06 00:00:00
VEL-000176,HRK936912,ACTIVITY_SPIKE,critical,Activity spike detected: 7.6x baseline (amount),230886.73,91098.30099999999,30366.100333333332,daily,2024-10-25 00:00:00
VEL-000177,HRK936912,ACTIVITY_SPIKE,medium,Activity spike detected: 3.0x baseline (amount),114624.13,113282.90300000002,37760.96766666667,daily,2024-10-27 00:00:00
VEL-000178,NRM793384,ACTIVITY_SPIKE,critical,Activity spike detected: 30.4x baseline (amount),298316.62,29464.94625,9821.64875,daily,2024-03-29 00:00:00
VEL-000179,NRM793384,ACTIVITY_SPIKE,high,Activity spike detected: 5.0x baseline (amount),170985.9,102366.38500000001,34122.128333333334,daily,2024-06-08 00:00:00
VEL-000180,NRM793384,ACTIVITY_SPIKE,high,Activity spike detected: 4.6x baseline (amount),169255.6,109984.355625,36661.451875,daily,2024-07-08 00:00:00
VEL-000181,NRM793384,ACTIVITY_SPIKE,high,Activity spike detected: 4.5x baseline (amount),175088.87,115589.26499999998,38529.755,daily,2024-08-30 00:00:00
VEL-000182,NRM793384,ACTIVITY_SPIKE,high,Activity spike detected: 5.0x baseline (amount),226810.35,135097.71,45032.57,daily,2024-08-31 00:00:00
VEL-000183,NRM399105,ACTIVITY_SPIKE,critical,Activity spike detected: 15.2x baseline (amount),143836.54,28428.740999999998,9476.247,daily,2024-04-21 00:00:00
VEL-000184,NRM399105,ACTIVITY_SPIKE,critical,Activity spike detected: 15.4x baseline (amount),241210.07,46997.86875,15665.956250000001,daily,2024-05-30 00:00:00
VEL-000185,NRM399105,ACTIVITY_SPIKE,critical,Activity spike detected: 7.2x baseline (amount),196161.35,82054.80666666667,27351.602222222224,daily,2024-06-05 00:00:00
VEL-000186,NRM399105,ACTIVITY_SPIKE,medium,Activity spike detected: 4.3x baseline (amount),131568.81,91996.20260869566,30665.400869565223,daily,2024-07-29 00:00:00
VEL-000187,NRM399105,ACTIVITY_SPIKE,critical,Activity spike detected: 10.4x baseline (amount),363596.6,104609.12875,34869.70958333334,daily,2024-08-06 00:00:00
VEL-000188,MUL350132,ACTIVITY_SPIKE,critical,Activity spike detected: 22.1x baseline (amount),372751.71,50493.391764705884,16831.130588235294,daily,2024-06-13 00:00:00
VEL-000189,MUL350132,ACTIVITY_SPIKE,high,Activity spike detected: 4.9x baseline (amount),126122.71,76871.02799999999,25623.676,daily,2024-11-06 00:00:00
VEL-000190,MUL350132,ACTIVITY_SPIKE,critical,Activity spike detected: 6.7x baseline (amount),124440.86,56036.31599999999,18678.771999999997,daily,2024-12-28 00:00:00
VEL-000191,NRM428838,ACTIVITY_SPIKE,critical,Activity spike detected: 32.4x baseline (amount),156268.26,14478.739999999998,4826.246666666666,daily,2024-03-25 00:00:00
VEL-000192,NRM428838,ACTIVITY_SPIKE,critical,Activity spike detected: 7.7x baseline (amount),153079.11,59911.344,19970.448,daily,2024-03-26 00:00:00
VEL-000193,NRM428838,ACTIVITY_SPIKE,critical,Activity spike detected: 8.3x baseline (amount),245197.95,88668.06,29556.02,daily,2024-04-15 00:00:00
VEL-000194,NRM428838,ACTIVITY_SPIKE,critical,Activity spike detected: 11.1x baseline (amount),242386.61,65634.273,21878.091,daily,2024-10-27 00:00:00
VEL-000195,NRM428838,ACTIVITY_SPIKE,critical,Activity spike detected: 8.8x baseline (amount),257435.16,88100.604,29366.868000000002,daily,2024-11-15 00:00:00
VEL-000196,NRM428838,ACTIVITY_SPIKE,critical,Activity spike detected: 7.2x baseline (amount),276664.43000000005,114616.66999999998,38205.556666666664,daily,2024-12-24 00:00:00
VEL-000197,NRM878480,ACTIVITY_SPIKE,critical,Activity spike detected: 7.0x baseline (amount),105794.27,45293.82111111111,15097.94037037037,daily,2024-06-26 00:00:00
VEL-000198,NRM878480,ACTIVITY_SPIKE,critical,Activity spike detected: 10.2x baseline (amount),79186.49,23321.5,7773.833333333333,daily,2024-10-10 00:00:00
VEL-000199,NRM878480,ACTIVITY_SPIKE,critical,Activity spike detected: 19.8x baseline (amount),191142.26,28959.278,9653.092666666666,daily,2024-10-22 00:00:00
VEL-000200,NRM878480,ACTIVITY_SPIKE,critical,Activity spike detected: 15.1x baseline (amount),232017.99,46105.155,15368.385,daily,2024-11-24 00:00:00
VEL-000201,NRM354801,ACTIVITY_SPIKE,medium,Activity spike detected: 4.4x baseline (amount),126298.11,85858.978125,28619.659375,daily,2024-06-26 00:00:00
VEL-000202,NRM354801,ACTIVITY_SPIKE,critical,Activity spike detected: 7.4x baseline (amount),203295.78,82218.83454545455,27406.278181818183,daily,2024-08-17 00:00:00
VEL-000203,NRM354801,ACTIVITY_SPIKE,critical,Activity spike detected: 12.7x baseline (amount),384283.71,90955.38444444444,30318.46148148148,daily,2024-09-29 00:00:00
VEL-000204,NRM354801,ACTIVITY_SPIKE,critical,Activity spike detected: 9.6x baseline (amount),260301.78,81401.78000000001,27133.92666666667,daily,2024-12-14 00:00:00
VEL-000205,HRK686075,ACTIVITY_SPIKE,critical,Activity spike detected: 160.7x baseline (amount),163464.05000000002,3051.852857142857,1017.2842857142857,daily,2024-02-26 00:00:00
VEL-000206,HRK686075,ACTIVITY_SPIKE,critical,Activity spike detected: 13.0x baseline (amount),160875.53,37235.78125,12411.927083333334,daily,2024-07-16 00:00:00
VEL-000207,HRK686075,ACTIVITY_SPIKE,critical,Activity spike detected: 14.7x baseline (amount),246407.99,50275.83321428571,16758.61107142857,daily,2024-09-07 00:00:00
VEL-000208,HRK686075,ACTIVITY_SPIKE,critical,Activity spike detected: 7.1x baseline (amount),168660.14,71312.62999999999,23770.876666666663,daily,2024-10-03 00:00:00
VEL-000209,HRK686075,ACTIVITY_SPIKE,critical,Activity spike detected: 9.6x baseline (amount),232183.32,72252.049,24084.016333333333,daily,2024-11-06 00:00:00
VEL-000210,HRK686075,ACTIVITY_SPIKE,medium,Activity spike detected: 3.2x baseline (amount),101547.7,96328.658,32109.552666666666,daily,2024-11-26 00:00:00
VEL-000211,HRK686075,ACTIVITY_SPIKE,medium,Activity spike detected: 4.3x baseline (amount),149794.68,105035.65100000001,35011.88366666667,daily,2024-12-05 00:00:00
VEL-000212,HRK686075,ACTIVITY_SPIKE,medium,Activity spike detected: 4.3x baseline (amount),171024.45,119011.24900000001,39670.416333333334,daily,2024-12-12 00:00:00
VEL-000213,HRK686075,ACTIVITY_SPIKE,medium,Activity spike detected: 3.7x baseline (amount),167603.96,135998.716,45332.90533333333,daily,2024-12-13 00:00:00
VEL-000214,NRM108203,ACTIVITY_SPIKE,critical,Activity spike detected: 9.7x baseline (amount),90167.91,27879.016153846154,9293.005384615384,daily,2024-06-05 00:00:00
VEL-000215,NRM108203,ACTIVITY_SPIKE,medium,Activity spike detected: 4.1x baseline (amount),58199.55,42610.06,14203.353333333333,daily,2024-06-12 00:00:00
VEL-000216,NRM108203,ACTIVITY_SPIKE,critical,Activity spike detected: 7.5x baseline (amount),126854.57,50859.346874999996,16953.115625,daily,2024-07-10 00:00:00
VEL-000217,NRM108203,ACTIVITY_SPIKE,medium,Activity spike detected: 3.2x baseline (amount),69400.14,64545.2752173913,21515.091739130436,daily,2024-08-07 00:00:00
VEL-000218,NRM108203,ACTIVITY_SPIKE,critical,Activity spike detected: 6.9x baseline (amount),152972.86,66879.04448275862,22293.01482758621,daily,2024-08-20 00:00:00
VEL-000219,NRM108203,ACTIVITY_SPIKE,high,Activity spike detected: 5.6x baseline (amount),149933.96,79801.832,26600.610666666667,daily,2024-09-03 00:00:00
VEL-000220,NRM108203,ACTIVITY_SPIKE,high,Activity spike detected: 4.7x baseline (amount),146935.28,94730.44,31576.813333333335,daily,2024-09-04 00:00:00
VEL-000221,NRM108203,ACTIVITY_SPIKE,high,Activity spike detected: 5.4x baseline (amount),185692.06,103350.885,34450.295,daily,2024-09-22 00:00:00
VEL-000222,NRM108203,ACTIVITY_SPIKE,medium,Activity spike detected: 3.8x baseline (volume),4.0,3.2,1.0666666666666667,daily,2024-09-28 00:00:00
VEL-000223,NRM231869,ACTIVITY_SPIKE,critical,Activity spike detected: 61.9x baseline (amount),174654.26,8458.633333333335,2819.5444444444447,daily,2024-05-19 00:00:00
VEL-000224,NRM231869,ACTIVITY_SPIKE,critical,Activity spike detected: 22.6x baseline (amount),385105.95999999996,51008.46923076924,17002.82307692308,daily,2024-07-05 00:00:00
VEL-000225,NRM231869,ACTIVITY_SPIKE,medium,Activity spike detected: 3.3x baseline (amount),126901.97,113989.239375,37996.413125,daily,2024-07-26 00:00:00
VEL-000226,NRM231869,ACTIVITY_SPIKE,medium,Activity spike detected: 3.1x baseline (amount),103516.97,98771.44826086957,32923.816086956525,daily,2024-09-23 00:00:00
VEL-000227,NRM231869,ACTIVITY_SPIKE,medium,Activity spike detected: 4.0x baseline (amount),139910.72,105144.84428571428,35048.28142857143,daily,2024-10-13 00:00:00
VEL-000228,NRM231869,ACTIVITY_SPIKE,critical,Activity spike detected: 8.4x baseline (amount),324084.74,115992.68275862071,38664.2275862069,daily,2024-10-18 00:00:00
VEL-000229,NRM930555,ACTIVITY_SPIKE,critical,Activity spike detected: 28.2x baseline (amount),348505.56,37068.73241379311,12356.244137931035,daily,2024-11-05 00:00:00
VEL-000230,NRM543143,ACTIVITY_SPIKE,critical,Activity spike detected: 8.1x baseline (amount),315261.76,117352.38750000001,39117.4625,daily,2024-04-22 00:00:00
VEL-000231,NRM543143,ACTIVITY_SPIKE,critical,Activity spike detected: 6.5x baseline (amount),362515.87,168183.01499999998,56061.005,daily,2024-05-03 00:00:00
VEL-000232,NRM543143,ACTIVITY_SPIKE,medium,Activity spike detected: 4.2x baseline (amount),185974.95,131497.74931034484,43832.583103448276,daily,2024-10-12 00:00:00
VEL-000233,NRM543143,ACTIVITY_SPIKE,critical,Activity spike detected: 6.0x baseline (amount),293200.14,145711.986,48570.662000000004,daily,2024-10-16 00:00:00
VEL-000234,NRM543143,ACTIVITY_SPIKE,medium,Activity spike detected: 3.3x baseline (amount),177035.52000000002,162652.23699999996,54217.41233333333,daily,2024-11-30 00:00:00
VEL-000235,NRM918011,ACTIVITY_SPIKE,critical,Activity spike detected: 17.2x baseline (amount),178205.7,31009.00875,10336.33625,daily,2024-05-30 00:00:00
VEL-000236,NRM918011,ACTIVITY_SPIKE,critical,Activity spike detected: 9.8x baseline (amount),148675.82,45600.213,15200.071,daily,2024-10-16 00:00:00
VEL-000237,NRM447235,ACTIVITY_SPIKE,high,Activity spike detected: 4.8x baseline (amount),93198.78,58640.520000000004,19546.84,daily,2024-06-23 00:00:00
VEL-000238,NRM447235,ACTIVITY_SPIKE,critical,Activity spike detected: 6.7x baseline (amount),140227.42,62962.161923076914,20987.387307692305,daily,2024-07-23 00:00:00
VEL-000239,NRM447235,ACTIVITY_SPIKE,critical,Activity spike detected: 7.6x baseline (amount),193342.19,76211.05444444444,25403.684814814813,daily,2024-07-30 00:00:00
VEL-000240,NRM447235,ACTIVITY_SPIKE,critical,Activity spike detected: 6.2x baseline (amount),188217.1,91025.81068965518,30341.936896551724,daily,2024-08-15 00:00:00
VEL-000241,NRM447235,ACTIVITY_SPIKE,critical,Activity spike detected: 12.5x baseline (amount),305646.62,73140.61300000001,24380.204333333335,daily,2024-11-13 00:00:00
VEL-000242,NRM292401,ACTIVITY_SPIKE,medium,Activity spike detected: 4.4x baseline (amount),63698.62,43454.58818181818,14484.862727272726,daily,2024-04-16 00:00:00
VEL-000243,NRM292401,ACTIVITY_SPIKE,high,Activity spike detected: 4.7x baseline (amount),50314.76,31827.28384615385,10609.094615384616,daily,2024-07-25 00:00:00
VEL-000244,NRM292401,ACTIVITY_SPIKE,critical,Activity spike detected: 15.3x baseline (amount),119135.34,23386.588000000003,7795.529333333334,daily,2024-09-19 00:00:00
VEL-000245,NRM292401,ACTIVITY_SPIKE,critical,Activity spike detected: 9.1x baseline (amount),96617.73,31790.665999999997,10596.888666666666,daily,2024-10-15 00:00:00
VEL-000246,NRM292401,ACTIVITY_SPIKE,critical,Activity spike detected: 13.0x baseline (amount),151293.83000000002,35041.898,11680.632666666666,daily,2024-12-26 00:00:00
VEL-000247,NRM992697,ACTIVITY_SPIKE,medium,Activity spike detected: 4.0x baseline (amount),89682.1,67206.57428571428,22402.191428571427,daily,2024-03-19 00:00:00
VEL-000248,NRM992697,ACTIVITY_SPIKE,high,Activity spike detected: 5.5x baseline (amount),136113.24,74857.16700000002,24952.389000000003,daily,2024-04-28 00:00:00
VEL-000249,NRM992697,ACTIVITY_SPIKE,medium,Activity spike detected: 3.8x baseline (amount),133277.55,105173.76272727273,35057.920909090906,daily,2024-04-29 00:00:00
VEL-000250,NRM992697,ACTIVITY_SPIKE,high,Activity spike detected: 5.1x baseline (amount),202105.71000000002,120032.39307692308,40010.79769230769,daily,2024-05-21 00:00:00
VEL-000251,NRM992697,ACTIVITY_SPIKE,critical,Activity spike detected: 8.2x baseline (amount),231320.8,84610.45799999998,28203.485999999997,daily,2024-09-04 00:00:00
VEL-000252,NRM992697,ACTIVITY_SPIKE,high,Activity spike detected: 5.0x baseline (amount),158576.69,94996.75,31665.583333333332,daily,2024-10-05 00:00:00
VEL-000253,NRM992697,ACTIVITY_SPIKE,critical,Activity spike detected: 9.5x baseline (amount),325409.91000000003,102485.813,34161.937666666665,daily,2024-10-28 00:00:00
VEL-000254,NRM320861,ACTIVITY_SPIKE,critical,Activity spike detected: 12.9x baseline (amount),56203.34,13043.486250000002,4347.828750000001,daily,2024-03-12 00:00:00
VEL-000255,NRM320861,ACTIVITY_SPIKE,critical,Activity spike detected: 11.1x baseline (amount),112277.82,30328.65666666667,10109.552222222223,daily,2024-03-16 00:00:00
VEL-000256,NRM320861,ACTIVITY_SPIKE,critical,Activity spike detected: 17.3x baseline (amount),349173.49,60475.17545454546,20158.39181818182,daily,2024-03-31 00:00:00
VEL-000257,NRM320861,ACTIVITY_SPIKE,medium,Activity spike detected: 3.2x baseline (amount),112443.25,103870.44600000001,34623.482,daily,2024-05-26 00:00:00
VEL-000258,NRM320861,ACTIVITY_SPIKE,critical,Activity spike detected: 6.6x baseline (amount),184851.47,83943.79100000001,27981.26366666667,daily,2024-08-20 00:00:00
VEL-000259,NRM320861,ACTIVITY_SPIKE,high,Activity spike detected: 4.9x baseline (amount),167962.94,102354.92799999999,34118.30933333333,daily,2024-09-12 00:00:00
VEL-000260,NRM320861,ACTIVITY_SPIKE,high,Activity spike detected: 5.0x baseline (amount),195026.05,117378.811,39126.270333333334,daily,2024-11-22 00:00:00
VEL-000261,NRM738551,ACTIVITY_SPIKE,critical,Activity spike detected: 22.6x baseline (amount),350696.93,46518.43846153846,15506.146153846154,daily,2024-04-05 00:00:00
VEL-000262,NRM738551,ACTIVITY_SPIKE,critical,Activity spike detected: 6.0x baseline (amount),197940.09,98791.27411764706,32930.42470588235,daily,2024-05-21 00:00:00
VEL-000263,RNG824023,ACTIVITY_SPIKE,medium,Activity spike detected: 3.6x baseline (amount),276816.6,230088.38899999997,76696.12966666666,daily,2024-09-24 00:00:00
VEL-000264,RNG824023,ACTIVITY_SPIKE,medium,Activity spike detected: 3.5x baseline (amount),317444.66000000003,269952.14700000006,89984.04900000001,daily,2024-10-26 00:00:00
VEL-000265,NRM425498,ACTIVITY_SPIKE,medium,Activity spike detected: 3.2x baseline (amount),183903.74,175073.87210526317,58357.95736842106,daily,2024-05-24 00:00:00
VEL-000266,NRM425498,ACTIVITY_SPIKE,medium,Activity spike detected: 3.7x baseline (amount),225857.95,184719.02714285714,61573.009047619045,daily,2024-06-16 00:00:00
VEL-000267,NRM425498,ACTIVITY_SPIKE,medium,Activity spike detected: 3.2x baseline (amount),180932.86,170847.95333333334,56949.31777777778,daily,2024-08-15 00:00:00
VEL-000268,NRM425498,ACTIVITY_SPIKE,high,Activity spike detected: 4.9x baseline (amount),175251.68,108191.621,36063.87366666667,daily,2024-11-20 00:00:00
VEL-000269,NRM425498,ACTIVITY_SPIKE,medium,Activity spike detected: 4.3x baseline (amount),178902.75,125691.82799999998,41897.27599999999,daily,2024-11-21 00:00:00
VEL-000270,NRM627276,ACTIVITY_SPIKE,critical,Activity spike detected: 8.3x baseline (amount),228436.37,82869.0576923077,27623.019230769234,daily,2024-04-28 00:00:00
VEL-000271,NRM627276,ACTIVITY_SPIKE,critical,Activity spike detected: 6.0x baseline (amount),256435.15,127426.37625,42475.45875,daily,2024-05-14 00:00:00
VEL-000272,NRM627276,ACTIVITY_SPIKE,critical,Activity spike detected: 8.4x baseline (amount),332116.79000000004,119234.18333333332,39744.72777777777,daily,2024-08-12 00:00:00
VEL-000273,NRM987204,ACTIVITY_SPIKE,critical,Activity spike detected: 39.5x baseline (amount),185210.44,14050.46142857143,4683.487142857143,daily,2024-02-17 00:00:00
VEL-000274,NRM987204,ACTIVITY_SPIKE,critical,Activity spike detected: 17.8x baseline (amount),360311.61,60830.59909090909,20276.866363636364,daily,2024-03-14 00:00:00
VEL-000275,NRM577110,ACTIVITY_SPIKE,critical,Activity spike detected: 10.5x baseline (amount),70972.47,20286.5,6762.166666666666,daily,2024-03-16 00:00:00
VEL-000276,NRM577110,ACTIVITY_SPIKE,critical,Activity spike detected: 8.0x baseline (amount),105737.08,39549.591,13183.197,daily,2024-03-30 00:00:00
VEL-000277,NRM577110,ACTIVITY_SPIKE,medium,Activity spike detected: 3.4x baseline (amount),46125.29,40633.705,13544.568333333335,daily,2024-05-19 00:00:00
