account_id,overall_score,risk_category,alert_score,volume_score,velocity_score,network_score,behavioral_score,alert_count,total_amount,contributing_factors
NRM376183,68.11,high,95.0,77.2,35.5,73.09,13.55,24,2815538.15,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK502630,63.42,high,84.5,66.0,43.24,75.45,6.74,20,2178604.74,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM745414,60.89,high,94.5,59.2,22.58,73.18,4.83,23,2027648.69,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL885408,60.16,high,82.0,72.0,22.31,72.76,16.83,18,2427661.19,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK211764,60.09,high,85.5,70.8,22.52,71.41,7.9,20,2297896.28,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM145561,59.73,high,68.5,76.8,43.16,70.56,11.81,17,2809986.83,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM575435,59.67,high,78.5,55.8,44.27,72.14,13.55,20,1926966.98,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM161324,59.44,high,69.0,75.6,39.62,74.69,10.43,17,2682004.43,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM141672,59.15,high,69.5,74.0,43.36,70.54,7.74,18,2499637.05,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM523389,58.95,high,64.0,75.2,42.71,75.36,16.63,18,2676128.92,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM185965,58.36,high,73.5,59.8,43.59,75.14,6.89,19,2047212.55,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM172132,58.01,high,73.5,60.8,43.13,73.62,4.57,18,2077113.35,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL853252,58.0,high,74.5,73.6,22.76,74.5,14.78,20,2499370.92,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL132537,57.31,high,73.0,72.8,23.02,73.43,15.81,17,2446960.05,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM269396,56.98,high,83.5,57.6,21.85,74.69,6.59,18,1982635.4,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM629903,56.6,high,72.0,58.2,43.13,71.11,4.71,15,1990118.73,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
HRK413118,56.55,high,92.5,32.4,30.13,75.74,3.07,20,1633738.86,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM300896,56.2,high,60.5,74.4,39.84,75.29,8.85,16,2522711.04,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM563298,56.07,high,84.0,53.0,22.46,73.0,6.24,21,1871886.3,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM899550,55.91,high,75.0,55.2,38.16,70.52,4.06,17,1921958.68,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK800005,55.78,high,77.0,65.2,22.63,72.5,3.86,21,2131519.4,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK233827,55.29,high,72.5,68.4,22.46,73.0,7.89,18,2208186.76,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM658582,55.28,high,75.0,62.8,23.0,72.84,9.44,16,2091814.99,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM487477,55.08,high,68.5,57.2,42.72,70.0,6.17,16,1975946.4,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK355836,55.01,high,62.5,63.6,42.61,71.96,11.01,14,2111167.5,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM170674,54.8,high,78.5,63.2,13.34,76.18,5.95,18,2097069.84,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK130434,54.59,high,69.0,52.2,43.15,73.87,2.88,21,1853216.0,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM100425,54.39,high,79.0,56.4,22.31,71.11,3.33,20,1954494.46,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL919182,54.36,high,62.5,58.4,43.94,73.46,9.94,14,1994555.57,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM543143,54.13,high,68.5,70.0,22.43,72.78,7.55,16,2267962.42,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL915573,53.92,high,62.5,55.4,43.55,74.62,10.65,16,1923908.81,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM956253,53.9,high,71.5,50.0,39.53,70.6,3.77,16,1816775.32,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK686075,53.89,high,83.5,44.0,22.64,73.5,3.1,19,1736200.61,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM392004,53.72,high,65.0,55.6,43.2,72.07,4.01,15,1925083.91,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL486814,53.7,high,68.75,48.4,33.05,76.0,19.49,17,1781948.14,ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ROUND_AMOUNTS (low); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL596564,53.5,high,67.5,42.0,44.43,74.24,14.52,18,1703704.25,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK106182,53.43,high,68.5,49.0,43.02,70.48,4.81,18,1789146.34,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM765046,53.38,high,79.5,57.0,8.16,76.95,9.78,19,1975106.7,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK611945,53.33,high,75.5,60.4,15.46,75.45,4.11,17,2075380.41,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM108203,52.83,high,84.0,34.2,22.51,75.0,8.42,24,1643816.12,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM777568,52.76,high,58.0,61.6,42.83,72.59,6.85,16,2080582.4,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK732556,52.7,high,65.5,68.0,22.87,71.71,8.47,18,2206372.29,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
MUL720859,52.63,high,58.5,68.8,29.79,73.93,13.47,13,2227843.17,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM983794,52.62,high,71.5,53.8,29.47,71.15,2.67,17,1890880.7,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM632496,52.55,high,77.5,49.8,22.47,70.58,3.8,22,1812029.28,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM470858,52.37,high,55.0,64.0,43.25,74.35,5.15,13,2117872.57,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM797229,52.3,high,76.0,28.08,42.76,75.0,2.81,18,1526380.27,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM263032,52.25,high,65.0,59.0,33.02,70.5,5.16,15,2019503.11,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM468203,52.17,high,79.0,32.2,34.81,70.48,5.43,20,1633437.88,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL443254,52.08,high,62.0,67.2,22.9,75.0,11.05,15,2191479.5,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM425498,52.02,high,60.0,72.4,22.75,74.55,8.1,15,2431822.59,MULE_PATTERN (high); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM974244,51.98,high,63.0,69.6,22.13,73.39,5.77,17,2249910.24,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM363626,51.93,high,61.0,53.6,43.82,70.5,5.21,16,1887228.25,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM124813,51.91,high,64.0,62.4,21.85,75.4,13.46,15,2086552.57,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL219946,51.83,high,66.5,58.6,23.1,73.46,11.92,16,1997248.25,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK567574,51.75,high,75.0,48.2,22.37,74.0,2.8,19,1779207.37,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM908577,51.57,high,71.5,50.4,21.75,75.0,8.61,19,1819476.75,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM246316,51.55,high,62.0,70.4,22.74,70.54,6.42,18,2268478.41,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
MUL426147,51.47,high,69.0,50.6,23.22,76.48,10.89,18,1826708.4,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM656926,51.44,high,73.0,51.8,22.1,71.11,4.41,19,1848372.17,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK684482,51.33,high,71.5,50.8,21.3,76.0,4.9,18,1827908.19,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL493537,51.25,high,71.0,47.6,23.13,76.07,8.43,15,1771289.74,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
MUL359295,51.24,high,59.0,69.2,23.26,72.76,11.86,17,2243852.74,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK998348,51.15,high,63.0,64.8,22.09,72.65,8.3,17,2129905.07,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM446239,51.12,high,70.5,29.48,43.3,76.29,4.41,19,1596303.47,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL884256,50.93,high,55.5,53.4,43.81,73.65,10.17,13,1885333.87,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM921414,50.89,high,82.5,28.84,21.99,76.43,3.87,20,1558882.04,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM271339,50.85,high,66.5,34.8,43.72,74.05,7.62,18,1647778.44,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM653306,50.84,high,66.5,57.8,22.09,74.84,3.62,15,1983216.44,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM684004,50.77,high,62.5,45.0,42.92,74.04,2.09,15,1748710.87,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
MUL515922,50.71,high,53.25,58.8,38.19,75.87,12.97,14,2007753.21,ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (critical); ROUND_AMOUNTS (low); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL179688,50.57,high,59.5,59.4,23.31,76.07,17.95,16,2029263.94,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM996865,50.33,high,69.5,49.4,22.58,74.85,3.82,18,1805665.87,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK703634,50.32,high,66.0,49.6,27.29,75.0,5.89,14,1806586.95,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM789305,50.27,high,62.5,64.4,20.9,71.94,5.44,15,2127559.84,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM817870,50.14,high,49.5,58.0,44.05,72.27,15.61,17,1986619.94,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
MUL584125,50.12,high,55.0,47.0,44.28,76.38,11.51,14,1767704.15,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM340174,50.09,high,70.0,50.2,22.61,71.61,2.85,19,1818779.14,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM958179,49.87,medium,79.5,33.8,21.76,71.07,2.7,21,1642391.6,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM898975,49.85,medium,68.5,29.56,42.74,72.5,5.4,15,1603317.63,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM759176,49.77,medium,71.0,23.16,40.5,76.54,7.06,19,1313546.01,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM645175,49.71,medium,67.0,53.2,21.6,73.0,3.53,16,1876291.01,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
HRK356736,49.43,medium,74.0,27.84,23.0,77.5,17.35,17,1512448.03,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM301158,49.41,medium,71.5,43.4,22.09,71.88,5.06,21,1733675.68,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM749468,49.41,medium,50.0,51.2,42.37,78.57,14.07,14,1841227.17,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM101773,49.38,medium,61.0,41.4,43.53,70.48,4.7,15,1701993.67,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL691364,49.33,medium,50.5,56.8,38.1,74.39,15.11,12,1970630.24,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL232352,49.31,medium,53.0,60.0,31.44,72.69,15.68,14,2062910.83,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM350280,49.22,medium,65.5,28.12,43.38,76.0,5.94,16,1526692.2,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM348237,49.19,medium,67.5,44.8,22.53,76.82,5.79,19,1741927.27,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM128941,49.19,medium,72.0,39.8,22.83,73.09,4.96,16,1682967.26,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK989545,49.16,medium,57.0,62.0,22.19,74.66,11.73,16,2081786.98,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM992697,49.02,medium,71.0,42.8,22.21,72.78,2.5,19,1726883.39,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL128418,48.74,medium,53.0,47.2,43.83,72.37,11.26,14,1767827.8,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
